758b6c56-d66e-4bfc-aff0-a1ef571652e0;470b4cd1-516a-4d76-ab13-44c16a5eabf0;00660ff0-f750-42c2-9d41-7bff68ebcdfa;IAM@d-9967339d19;2023-06-05T07;2023-06-05T08;79,25;10;15;38;11,25;5
758b6c56-d66e-4bfc-aff0-a1ef571652e0;470b4cd1-516a-4d76-ab13-44c16a5eabf0;00660ff0-f750-42c2-9d41-7bff68ebcdfa;IAM@d-9967339d19;2023-06-05T07;2023-06-05T08;76,75;7,5;15;38;11,25;5
c6c491a2-1ee5-4de6-8d94-a6cf7494dd43;a4f89947-8bf3-4dd0-bb04-fc98701c8fe6;33a0b1a7-2569-4e0c-a15b-1c22a5650444;IAM@d-9967339d19;2023-06-05T08;2023-06-05T08;97,5;7,5;15;50;15;10
ef065b97-eb52-4654-8f1c-caada31a0df5;c6d9ba4d-6bdb-44b7-b045-f0700a040b63;2fa3eac7-7811-4856-a381-7c158def2d67;IAM@d-9967339d19;2023-06-05T08;2023-06-05T08;88,75;2,5;15;50;11,25;10
b0d0dc84-13c0-4425-8db9-886c8fad4b57;b490f302-51a4-4474-aadb-1fc54d4b5169;6fb904ef-78f5-4e3f-8db4-6d97c59ccbaa;IAM@d-9967339d19;2023-06-05T11;2023-06-05T11;97,5;10;12,5;50;15;10
3c79ae07-ac57-4b5d-b3ad-fc5cf4927f4d;5d9d4fa0-8980-4484-9977-8d2200ab8c43;2fa3eac7-7811-4856-a381-7c158def2d67;IAM@d-9967339d19;2023-06-05T11;2023-06-05T11;86,25;5;15;45;11,25;10
276557dc-ed6b-4fc2-8dcc-eb1d1d678c08;f2dc8a20-b6ac-48c5-a8b5-a64af7e32ca0;2fa3eac7-7811-4856-a381-7c158def2d67;IAM@d-9967339d19;2023-06-05T11;2023-06-05T12;76,75;7,5;15;38;11,25;5
758b6c56-d66e-4bfc-aff0-a1ef571652e0;470b4cd1-516a-4d76-ab13-44c16a5eabf0;00660ff0-f750-42c2-9d41-7bff68ebcdfa;IAM@d-9967339d19;2023-06-05T07;2023-06-05T08;79,25;10;15;38;11,25;5
758b6c56-d66e-4bfc-aff0-a1ef571652e0;470b4cd1-516a-4d76-ab13-44c16a5eabf0;00660ff0-f750-42c2-9d41-7bff68ebcdfa;IAM@d-9967339d19;2023-06-05T07;2023-06-05T08;76,75;7,5;15;38;11,25;5
c6c491a2-1ee5-4de6-8d94-a6cf7494dd43;a4f89947-8bf3-4dd0-bb04-fc98701c8fe6;33a0b1a7-2569-4e0c-a15b-1c22a5650444;IAM@d-9967339d19;2023-06-05T08;2023-06-05T08;97,5;7,5;15;50;15;10
ef065b97-eb52-4654-8f1c-caada31a0df5;c6d9ba4d-6bdb-44b7-b045-f0700a040b63;2fa3eac7-7811-4856-a381-7c158def2d67;IAM@d-9967339d19;2023-06-05T08;2023-06-05T08;88,75;2,5;15;50;11,25;10
b0d0dc84-13c0-4425-8db9-886c8fad4b57;b490f302-51a4-4474-aadb-1fc54d4b5169;6fb904ef-78f5-4e3f-8db4-6d97c59ccbaa;IAM@d-9967339d19;2023-06-05T11;2023-06-05T11;97,5;10;12,5;50;15;10
3c79ae07-ac57-4b5d-b3ad-fc5cf4927f4d;5d9d4fa0-8980-4484-9977-8d2200ab8c43;2fa3eac7-7811-4856-a381-7c158def2d67;IAM@d-9967339d19;2023-06-05T11;2023-06-05T11;86,25;5;15;45;11,25;10
276557dc-ed6b-4fc2-8dcc-eb1d1d678c08;f2dc8a20-b6ac-48c5-a8b5-a64af7e32ca0;2fa3eac7-7811-4856-a381-7c158def2d67;IAM@d-9967339d19;2023-06-05T11;2023-06-05T12;76,75;7,5;15;38;11,25;5
